Job Category,Region,Country,Year,Month/Year,Job Count,City,Job Type,,1),"Modify  column names as I changed: Job Category, Region",
Data & Analytics,Texas,USA,2024,24-Nov,3,,,,,,
Data & Analytics,Texas,USA,2024,24-Oct,2,,,,,,
Data & Analytics,Texas,USA,2024,24-Sep,2,,,,,,
Data & Analytics,Texas,USA,2025,25-Apr,38,,,,,,
Data & Analytics,Texas,USA,2025,25-Feb,21,,,,,,
Data & Analytics,Texas,USA,2025,25-Jan,14,,,,,,
Data & Analytics,Texas,USA,2025,25-Mar,68,,,,,,
Data & Analytics,Not Specific,USA,2024,24-Oct,1,,,,,,
Data & Analytics,Not Specific,USA,2025,25-Apr,2,,,,,,
Data & Analytics,Not Specific,USA,2025,25-Mar,4,,,,,,
Data & Analytics,Utah,USA,2024,24-Dec,2,,,,,,
Data & Analytics,Utah,USA,2025,25-Apr,2,,,,,,
Data & Analytics,Utah,USA,2025,25-Feb,1,,,,,,
Data & Analytics,Utah,USA,2025,25-Mar,6,,,,,,
Data & Analytics,Vermont,USA,2024,24-Nov,1,,,,,,
Data & Analytics,Vermont,USA,2025,25-Feb,1,,,,,,
Data & Analytics,Virginia,USA,2024,24-Aug,1,,,,,,
Data & Analytics,Virginia,USA,2024,24-Dec,2,,,,,,
Data & Analytics,Virginia,USA,2024,24-Nov,1,,,,,,
Data & Analytics,Virginia,USA,2024,24-Oct,1,,,,,,
Data & Analytics,Virginia,USA,2025,25-Apr,12,,,,,,
Data & Analytics,Virginia,USA,2025,25-Feb,20,,,,,,
Data & Analytics,Virginia,USA,2025,25-Jan,7,,,,,,
Data & Analytics,Virginia,USA,2025,25-Mar,9,,,,,,
Data & Analytics,Washington,USA,2023,23-Jun,1,,,,,,
Data & Analytics,Washington,USA,2024,24-Dec,1,,,,,,
Data & Analytics,Washington,USA,2024,24-Oct,3,,,,,,
Data & Analytics,Washington,USA,2025,25-Apr,8,,,,,,
Data & Analytics,Washington,USA,2025,25-Feb,8,,,,,,
Data & Analytics,Washington,USA,2025,25-Jan,5,,,,,,
Data & Analytics,Washington,USA,2025,25-Mar,8,,,,,,
Data & Analytics,West Virginia,USA,2025,25-Feb,1,,,,,,
Data & Analytics,West Virginia,USA,2025,25-Mar,1,,,,,,
Data & Analytics,Wisconsin,USA,2024,24-Dec,2,,,,,,
Data & Analytics,Wisconsin,USA,2024,24-Nov,1,,,,,,
Data & Analytics,Wisconsin,USA,2024,24-Oct,1,,,,,,
Data & Analytics,Wisconsin,USA,2025,25-Apr,7,,,,,,
Data & Analytics,Wisconsin,USA,2025,25-Feb,7,,,,,,
Data & Analytics,Wisconsin,USA,2025,25-Jan,1,,,,,,
Data & Analytics,Wisconsin,USA,2025,25-Mar,12,,,,,,
Finance / Accounting,Alabama,USA,2024,24-Dec,1,,,,,,
Finance / Accounting,Alabama,USA,2024,24-Nov,1,,,,,,
Finance / Accounting,Alabama,USA,2025,25-Apr,2,,,,,,
Finance / Accounting,Alaska,USA,2025,25-Mar,1,,,,,,
Finance / Accounting,Alberta,Canada,2025,25-Apr,4,,,,,,
Finance / Accounting,Alberta,Canada,2025,25-Jan,1,,,,,,
Finance / Accounting,Alberta,Canada,2025,25-Mar,4,,,,,,
Finance / Accounting,Arizona,USA,2024,24-Aug,3,,,,,,
Finance / Accounting,Arizona,USA,2025,25-Apr,2,,,,,,
Finance / Accounting,Arizona,USA,2025,25-Feb,2,,,,,,
Finance / Accounting,Arizona,USA,2025,25-Jan,2,,,,,,
Finance / Accounting,Arizona,USA,2025,25-Mar,2,,,,,,
Finance / Accounting,Arkansas,USA,2024,24-Nov,1,,,,,,
Finance / Accounting,Arkansas,USA,2025,25-Apr,5,,,,,,
Finance / Accounting,Arkansas,USA,2025,25-Feb,2,,,,,,
Finance / Accounting,Arkansas,USA,2025,25-Mar,1,,,,,,
Finance / Accounting,British Columbia,Canada,2025,25-Apr,1,,,,,,
Finance / Accounting,British Columbia,Canada,2025,25-Feb,3,,,,,,
Finance / Accounting,British Columbia,Canada,2025,25-Mar,9,,,,,,
Finance / Accounting,California,USA,2023,23-Aug,1,,,,,,
Finance / Accounting,California,USA,2023,23-Sep,2,,,,,,
Finance / Accounting,California,USA,2024,24-Aug,20,,,,,,
Finance / Accounting,California,USA,2024,24-Dec,3,,,,,,
Finance / Accounting,California,USA,2024,24-Jul,1,,,,,,
Finance / Accounting,California,USA,2024,24-Nov,1,,,,,,
Finance / Accounting,California,USA,2024,24-Oct,3,,,,,,
Finance / Accounting,California,USA,2024,24-Sep,3,,,,,,
Finance / Accounting,California,USA,2025,25-Apr,12,,,,,,
Finance / Accounting,California,USA,2025,25-Feb,23,,,,,,
Finance / Accounting,California,USA,2025,25-Jan,7,,,,,,
Finance / Accounting,California,USA,2025,25-Mar,32,,,,,,
Finance / Accounting,Not Specific,Canada,2025,25-Feb,1,,,,,,
Finance / Accounting,Colorado,USA,2024,24-Dec,1,,,,,,
Finance / Accounting,Colorado,USA,2024,24-Nov,1,,,,,,
Finance / Accounting,Colorado,USA,2025,25-Apr,2,,,,,,
Finance / Accounting,Colorado,USA,2025,25-Feb,2,,,,,,
Finance / Accounting,Colorado,USA,2025,25-Jan,4,,,,,,
Finance / Accounting,Colorado,USA,2025,25-Mar,5,,,,,,
Finance / Accounting,Connecticut,USA,2024,24-Dec,1,,,,,,
Finance / Accounting,Connecticut,USA,2025,25-Apr,1,,,,,,
Finance / Accounting,Connecticut,USA,2025,25-Feb,3,,,,,,
Finance / Accounting,Connecticut,USA,2025,25-Jan,2,,,,,,
Finance / Accounting,Connecticut,USA,2025,25-Mar,12,,,,,,
Finance / Accounting,D.C.,USA,2024,24-Dec,1,,,,,,
Finance / Accounting,D.C.,USA,2025,25-Mar,2,,,,,,
Finance / Accounting,Delaware,USA,2025,25-Mar,2,,,,,,
Finance / Accounting,District of Columbia,USA,2025,25-Mar,2,,,,,,
Finance / Accounting,Florida,USA,2024,24-Dec,9,,,,,,
Finance / Accounting,Florida,USA,2024,24-Sep,2,,,,,,
Finance / Accounting,Florida,USA,2025,25-Apr,2,,,,,,
Finance / Accounting,Florida,USA,2025,25-Feb,10,,,,,,
Finance / Accounting,Florida,USA,2025,25-Jan,5,,,,,,
Finance / Accounting,Florida,USA,2025,25-Mar,17,,,,,,
Finance / Accounting,Georgia,USA,2024,24-Dec,2,,,,,,
Finance / Accounting,Georgia,USA,2024,24-Nov,1,,,,,,
Finance / Accounting,Georgia,USA,2024,24-Oct,2,,,,,,
Finance / Accounting,Georgia,USA,2025,25-Apr,3,,,,,,
Finance / Accounting,Georgia,USA,2025,25-Feb,4,,,,,,
Finance / Accounting,Georgia,USA,2025,25-Jan,2,,,,,,
Finance / Accounting,Georgia,USA,2025,25-Mar,14,,,,,,
Finance / Accounting,Illinois,USA,2024,24-Dec,6,,,,,,
Finance / Accounting,Illinois,USA,2024,24-Jul,1,,,,,,
Finance / Accounting,Illinois,USA,2024,24-Nov,1,,,,,,
Finance / Accounting,Illinois,USA,2024,24-Sep,1,,,,,,
Finance / Accounting,Illinois,USA,2025,25-Apr,17,,,,,,
Finance / Accounting,Illinois,USA,2025,25-Feb,12,,,,,,
Finance / Accounting,Illinois,USA,2025,25-Jan,4,,,,,,
Finance / Accounting,Illinois,USA,2025,25-Mar,17,,,,,,
Finance / Accounting,Indiana,USA,2024,24-Dec,2,,,,,,
Finance / Accounting,Indiana,USA,2025,25-Apr,5,,,,,,
Finance / Accounting,Indiana,USA,2025,25-Feb,1,,,,,,
Finance / Accounting,Indiana,USA,2025,25-Jan,2,,,,,,
Finance / Accounting,Indiana,USA,2025,25-Mar,5,,,,,,
Finance / Accounting,Iowa,USA,2024,24-Nov,1,,,,,,
Finance / Accounting,Iowa,USA,2025,25-Apr,2,,,,,,
Finance / Accounting,Iowa,USA,2025,25-Feb,1,,,,,,
Finance / Accounting,Iowa,USA,2025,25-Jan,4,,,,,,
Finance / Accounting,Kansas,USA,2024,24-Dec,1,,,,,,
Finance / Accounting,Kentucky,USA,2024,24-Dec,2,,,,,,
Finance / Accounting,Kentucky,USA,2025,25-Apr,3,,,,,,
Finance / Accounting,Kentucky,USA,2025,25-Feb,2,,,,,,
Finance / Accounting,Louisiana,USA,2025,25-Apr,1,,,,,,
Finance / Accounting,Louisiana,USA,2025,25-Feb,2,,,,,,
Finance / Accounting,Maine,USA,2024,24-Dec,1,,,,,,
Finance / Accounting,Maine,USA,2025,25-Feb,1,,,,,,
Finance / Accounting,Maine,USA,2025,25-Mar,1,,,,,,
Finance / Accounting,Manitoba,Canada,2025,25-Apr,1,,,,,,
Finance / Accounting,Maryland,USA,2024,24-Dec,2,,,,,,
Finance / Accounting,Maryland,USA,2024,24-Nov,1,,,,,,
Finance / Accounting,Maryland,USA,2025,25-Apr,2,,,,,,
Finance / Accounting,Maryland,USA,2025,25-Feb,3,,,,,,
Finance / Accounting,Maryland,USA,2025,25-Jan,1,,,,,,
Finance / Accounting,Maryland,USA,2025,25-Mar,2,,,,,,
Finance / Accounting,Massachusetts,USA,2024,24-Dec,1,,,,,,
Finance / Accounting,Massachusetts,USA,2024,24-Nov,1,,,,,,
Finance / Accounting,Massachusetts,USA,2024,24-Oct,4,,,,,,
Finance / Accounting,Massachusetts,USA,2024,24-Sep,6,,,,,,
Finance / Accounting,Massachusetts,USA,2025,25-Apr,8,,,,,,
Finance / Accounting,Massachusetts,USA,2025,25-Feb,7,,,,,,
Finance / Accounting,Massachusetts,USA,2025,25-Jan,5,,,,,,
Finance / Accounting,Massachusetts,USA,2025,25-Mar,15,,,,,,
Finance / Accounting,Michigan,USA,2024,24-Dec,5,,,,,,
Finance / Accounting,Michigan,USA,2025,25-Apr,5,,,,,,
Finance / Accounting,Michigan,USA,2025,25-Feb,3,,,,,,
Finance / Accounting,Michigan,USA,2025,25-Mar,5,,,,,,
Finance / Accounting,Minnesota,USA,2024,24-Nov,1,,,,,,
Finance / Accounting,Minnesota,USA,2025,25-Apr,3,,,,,,
Finance / Accounting,Minnesota,USA,2025,25-Feb,2,,,,,,
Finance / Accounting,Minnesota,USA,2025,25-Jan,7,,,,,,
Finance / Accounting,Minnesota,USA,2025,25-Mar,6,,,,,,
Finance / Accounting,Mississippi,USA,2025,25-Mar,2,,,,,,
Finance / Accounting,Missouri,USA,2024,24-Dec,2,,,,,,
Finance / Accounting,Missouri,USA,2024,24-Nov,2,,,,,,
Finance / Accounting,Missouri,USA,2025,25-Apr,3,,,,,,
Finance / Accounting,Missouri,USA,2025,25-Feb,11,,,,,,
Finance / Accounting,Missouri,USA,2025,25-Jan,1,,,,,,
Finance / Accounting,Missouri,USA,2025,25-Mar,4,,,,,,
Finance / Accounting,New Hampshire,USA,2025,25-Feb,1,,,,,,
Finance / Accounting,Nebraska,USA,2024,24-Nov,2,,,,,,
Finance / Accounting,Nebraska,USA,2024,24-Oct,1,,,,,,
Finance / Accounting,Nebraska,USA,2025,25-Apr,1,,,,,,
Finance / Accounting,Nebraska,USA,2025,25-Feb,9,,,,,,
Finance / Accounting,Nebraska,USA,2025,25-Jan,1,,,,,,
Finance / Accounting,Nebraska,USA,2025,25-Mar,4,,,,,,
Finance / Accounting,Nevada,USA,2024,24-Oct,1,,,,,,
Finance / Accounting,Nevada,USA,2025,25-Jan,1,,,,,,
Finance / Accounting,Nevada,USA,2025,25-Mar,2,,,,,,
Finance / Accounting,New Jersey,USA,2024,24-Dec,4,,,,,,
Finance / Accounting,New Jersey,USA,2024,24-Oct,2,,,,,,
Finance / Accounting,New Jersey,USA,2025,25-Apr,2,,,,,,
Finance / Accounting,New Jersey,USA,2025,25-Feb,5,,,,,,
Finance / Accounting,New Jersey,USA,2025,25-Jan,1,,,,,,
Finance / Accounting,New Jersey,USA,2025,25-Mar,18,,,,,,
Finance / Accounting,New York,USA,2024,24-Nov,1,,,,,,
Finance / Accounting,New York,USA,2024,24-Oct,8,,,,,,
Finance / Accounting,New York,USA,2025,25-Apr,12,,,,,,
Finance / Accounting,New York,USA,2025,25-Feb,13,,,,,,
Finance / Accounting,New York,USA,2025,25-Jan,3,,,,,,
Finance / Accounting,New York,USA,2025,25-Mar,33,,,,,,
Finance / Accounting,North Carolina,USA,2024,24-Dec,2,,,,,,
Finance / Accounting,North Carolina,USA,2024,24-Nov,1,,,,,,
Finance / Accounting,North Carolina,USA,2025,25-Apr,1,,,,,,
Finance / Accounting,North Carolina,USA,2025,25-Feb,3,,,,,,
Finance / Accounting,North Carolina,USA,2025,25-Jan,2,,,,,,
Finance / Accounting,North Carolina,USA,2025,25-Mar,3,,,,,,
Finance / Accounting,North Dakota,USA,2025,25-Jan,1,,,,,,
Finance / Accounting,Nova Scotia,Canada,2025,25-Mar,1,,,,,,
Finance / Accounting,Ohio,USA,2024,24-Dec,6,,,,,,
Finance / Accounting,Ohio,USA,2024,24-Nov,1,,,,,,
Finance / Accounting,Ohio,USA,2024,24-Sep,1,,,,,,
Finance / Accounting,Ohio,USA,2025,25-Apr,5,,,,,,
Finance / Accounting,Ohio,USA,2025,25-Feb,4,,,,,,
Finance / Accounting,Ohio,USA,2025,25-Jan,5,,,,,,
Finance / Accounting,Ohio,USA,2025,25-Mar,15,,,,,,
Finance / Accounting,Oklahoma,USA,2025,25-Jan,1,,,,,,
Finance / Accounting,Oklahoma,USA,2025,25-Mar,1,,,,,,
Finance / Accounting,Ontario,Canada,2024,24-Dec,1,,,,,,
Finance / Accounting,Ontario,Canada,2024,24-Oct,1,,,,,,
Finance / Accounting,Ontario,Canada,2025,25-Apr,23,,,,,,
Finance / Accounting,Ontario,Canada,2025,25-Feb,6,,,,,,
Finance / Accounting,Ontario,Canada,2025,25-Jan,1,,,,,,
Finance / Accounting,Ontario,Canada,2025,25-Mar,18,,,,,,
Finance / Accounting,Oregon,USA,2025,25-Apr,2,,,,,,
Finance / Accounting,Pennsylvania,USA,2024,24-Dec,3,,,,,,
Finance / Accounting,Pennsylvania,USA,2024,24-Oct,1,,,,,,
Finance / Accounting,Pennsylvania,USA,2025,25-Apr,4,,,,,,
Finance / Accounting,Pennsylvania,USA,2025,25-Feb,7,,,,,,
Finance / Accounting,Pennsylvania,USA,2025,25-Jan,4,,,,,,
Finance / Accounting,Pennsylvania,USA,2025,25-Mar,18,,,,,,
Finance / Accounting,Puerto Rico,USA,2025,25-Jan,1,,,,,,
Finance / Accounting,Puerto Rico,USA,2025,25-Mar,1,,,,,,
Finance / Accounting,Quebec,Canada,2025,25-Mar,1,,,,,,
Finance / Accounting,Quebec,Canada,2025,25-Apr,2,,,,,,
Finance / Accounting,Quebec,Canada,2025,25-Feb,13,,,,,,
Finance / Accounting,Quebec,Canada,2025,25-Jan,1,,,,,,
Finance / Accounting,Quebec,Canada,2025,25-Mar,4,,,,,,
Finance / Accounting,Rhode Island,USA,2025,25-Apr,1,,,,,,
Finance / Accounting,South Carolina,USA,2025,25-Apr,1,,,,,,
Finance / Accounting,South Carolina,USA,2025,25-Mar,1,,,,,,
Finance / Accounting,Tennessee,USA,2024,24-Dec,1,,,,,,
Finance / Accounting,Tennessee,USA,2025,25-Apr,3,,,,,,
Finance / Accounting,Tennessee,USA,2025,25-Feb,2,,,,,,
Finance / Accounting,Tennessee,USA,2025,25-Mar,5,,,,,,
Finance / Accounting,Texas,USA,2023,23-Aug,1,,,,,,
Finance / Accounting,Texas,USA,2024,24-Aug,2,,,,,,
Finance / Accounting,Texas,USA,2024,24-Dec,1,,,,,,
Finance / Accounting,Texas,USA,2024,24-Jul,1,,,,,,
Finance / Accounting,Texas,USA,2024,24-Oct,1,,,,,,
Finance / Accounting,Texas,USA,2024,24-Sep,5,,,,,,
Finance / Accounting,Texas,USA,2025,25-Apr,11,,,,,,
Finance / Accounting,Texas,USA,2025,25-Feb,14,,,,,,
Finance / Accounting,Texas,USA,2025,25-Jan,4,,,,,,
Finance / Accounting,Texas,USA,2025,25-Mar,32,,,,,,
Finance / Accounting,Not Specific,USA,2025,25-Apr,1,,,,,,
Finance / Accounting,Not Specific,USA,2025,25-Jan,1,,,,,,
Finance / Accounting,Not Specific,USA,2025,25-Mar,1,,,,,,
Finance / Accounting,Utah,USA,2025,25-Apr,1,,,,,,
Finance / Accounting,Utah,USA,2025,25-Jan,1,,,,,,
Finance / Accounting,Utah,USA,2025,25-Mar,1,,,,,,
Finance / Accounting,Vermont,USA,2025,25-Feb,1,,,,,,
Finance / Accounting,Virginia,USA,2025,25-Apr,3,,,,,,
Finance / Accounting,Virginia,USA,2025,25-Feb,2,,,,,,
Finance / Accounting,Virginia,USA,2025,25-Jan,1,,,,,,
Finance / Accounting,Virginia,USA,2025,25-Mar,5,,,,,,
Finance / Accounting,Washington,USA,2025,25-Feb,2,,,,,,
Finance / Accounting,Washington,USA,2025,25-Mar,4,,,,,,
Finance / Accounting,Wisconsin,USA,2024,24-Dec,2,,,,,,
Finance / Accounting,Wisconsin,USA,2025,25-Apr,4,,,,,,
Finance / Accounting,Wisconsin,USA,2025,25-Feb,3,,,,,,
Finance / Accounting,Wisconsin,USA,2025,25-Mar,13,,,,,,
Human Resources,Alabama,USA,2025,25-Mar,1,,,,,,
Human Resources,Alberta,Canada,2025,25-Jan,1,,,,,,
Human Resources,Alberta,Canada,2025,25-Mar,1,,,,,,
Human Resources,Arizona,USA,2024,24-Dec,1,,,,,,
Human Resources,Arizona,USA,2025,25-Feb,1,,,,,,
Human Resources,Arizona,USA,2025,25-Mar,3,,,,,,
Human Resources,Arkansas,USA,2024,24-Dec,1,,,,,,
Human Resources,Arkansas,USA,2025,25-Apr,1,,,,,,
Human Resources,British Columbia,Canada,2025,25-Apr,5,,,,,,
Human Resources,British Columbia,Canada,2025,25-Feb,1,,,,,,
Human Resources,British Columbia,Canada,2025,25-Mar,4,,,,,,
Human Resources,California,USA,2022,22-Apr,1,,,,,,
Human Resources,California,USA,2024,24-Dec,3,,,,,,
Human Resources,California,USA,2024,24-Nov,3,,,,,,
Human Resources,California,USA,2025,25-Apr,3,,,,,,
Human Resources,California,USA,2025,25-Feb,10,,,,,,
Human Resources,California,USA,2025,25-Mar,17,,,,,,
Human Resources,Colorado,USA,2025,25-Mar,1,,,,,,
Human Resources,Connecticut,USA,2025,25-Apr,1,,,,,,
Human Resources,Connecticut,USA,2025,25-Feb,2,,,,,,
Human Resources,D.C.,USA,2024,24-Oct,1,,,,,,
Human Resources,Delaware,USA,2025,25-Apr,1,,,,,,
Human Resources,District of Columbia,USA,2024,24-Sep,1,,,,,,
Human Resources,Florida,USA,2024,24-Nov,1,,,,,,
Human Resources,Florida,USA,2025,25-Apr,3,,,,,,
Human Resources,Florida,USA,2025,25-Mar,3,,,,,,
Human Resources,Georgia,USA,2025,25-Apr,1,,,,,,
Human Resources,Georgia,USA,2025,25-Mar,5,,,,,,
Human Resources,Idaho,USA,2025,25-Feb,1,,,,,,
Human Resources,Illinois,USA,2025,25-Apr,1,,,,,,
Human Resources,Illinois,USA,2025,25-Feb,2,,,,,,
Human Resources,Illinois,USA,2025,25-Jan,2,,,,,,
Human Resources,Illinois,USA,2025,25-Mar,6,,,,,,
Human Resources,Indiana,USA,2025,25-Apr,1,,,,,,
Human Resources,Iowa,USA,2025,25-Jan,1,,,,,,
Human Resources,Iowa,USA,2025,25-Mar,1,,,,,,
Human Resources,Kansas,USA,2025,25-Mar,2,,,,,,
Human Resources,Kentucky,USA,2024,24-Dec,1,,,,,,
Human Resources,Maine,USA,2025,25-Feb,1,,,,,,
Human Resources,Massachusetts,USA,2024,24-Dec,3,,,,,,
Human Resources,Massachusetts,USA,2025,25-Apr,1,,,,,,
Human Resources,Massachusetts,USA,2025,25-Feb,3,,,,,,
Human Resources,Massachusetts,USA,2025,25-Jan,2,,,,,,
Human Resources,Massachusetts,USA,2025,25-Mar,10,,,,,,
Human Resources,Michigan,USA,2025,25-Apr,1,,,,,,
Human Resources,Michigan,USA,2025,25-Feb,5,,,,,,
Human Resources,Michigan,USA,2025,25-Mar,2,,,,,,
Human Resources,Minnesota,USA,2025,25-Apr,1,,,,,,
Human Resources,Minnesota,USA,2025,25-Feb,2,,,,,,
Human Resources,Minnesota,USA,2025,25-Mar,3,,,,,,
Human Resources,Missouri,USA,2025,25-Feb,1,,,,,,
Human Resources,Missouri,USA,2025,25-Jan,1,,,,,,
Human Resources,Nebraska,USA,2024,24-Nov,1,,,,,,
Human Resources,Nebraska,USA,2025,25-Apr,1,,,,,,
Human Resources,Nebraska,USA,2025,25-Feb,3,,,,,,
Human Resources,Nevada,USA,2025,25-Feb,1,,,,,,
Human Resources,Nevada,USA,2025,25-Jan,1,,,,,,
Human Resources,New Jersey,USA,2025,25-Apr,3,,,,,,
Human Resources,New Jersey,USA,2025,25-Feb,1,,,,,,
Human Resources,New Jersey,USA,2025,25-Mar,1,,,,,,
Human Resources,New York,USA,2024,24-Dec,1,,,,,,
Human Resources,New York,USA,2024,24-Nov,2,,,,,,
Human Resources,New York,USA,2025,25-Apr,3,,,,,,
Human Resources,New York,USA,2025,25-Feb,5,,,,,,
Human Resources,New York,USA,2025,25-Jan,1,,,,,,
Human Resources,New York,USA,2025,25-Mar,6,,,,,,
Human Resources,North Carolina,USA,2024,24-Oct,1,,,,,,
Human Resources,North Carolina,USA,2025,25-Feb,2,,,,,,
Human Resources,Ohio,USA,2025,25-Feb,2,,,,,,
Human Resources,Ohio,USA,2025,25-Mar,2,,,,,,
Human Resources,Oklahoma,USA,2025,25-Jan,1,,,,,,
Human Resources,Oklahoma,USA,2025,25-Mar,1,,,,,,
Human Resources,Ontario,Canada,2024,24-Nov,1,,,,,,
Human Resources,Ontario,Canada,2025,25-Apr,3,,,,,,
Human Resources,Ontario,Canada,2025,25-Feb,10,,,,,,
Human Resources,Ontario,Canada,2025,25-Jan,4,,,,,,
Human Resources,Ontario,Canada,2025,25-Mar,2,,,,,,
Human Resources,Oregon,USA,2025,25-Apr,2,,,,,,
Human Resources,Oregon,USA,2025,25-Mar,1,,,,,,
Human Resources,Panama,USA,2025,25-Apr,1,,,,,,
Human Resources,Pennsylvania,USA,2024,24-Apr,1,,,,,,
Human Resources,Pennsylvania,USA,2024,24-Dec,1,,,,,,
Human Resources,Pennsylvania,USA,2024,24-Nov,1,,,,,,
Human Resources,Pennsylvania,USA,2025,25-Apr,1,,,,,,
Human Resources,Pennsylvania,USA,2025,25-Feb,2,,,,,,
Human Resources,Pennsylvania,USA,2025,25-Jan,2,,,,,,
Human Resources,Pennsylvania,USA,2025,25-Mar,3,,,,,,
Human Resources,Quebec,Canada,2025,25-Apr,1,,,,,,
Human Resources,Quebec,Canada,2025,25-Feb,1,,,,,,
Human Resources,Quebec,Canada,2025,25-Jan,2,,,,,,
Human Resources,Quebec,Canada,2025,25-Mar,3,,,,,,
Human Resources,South Carolina,USA,2025,25-Apr,1,,,,,,
Human Resources,Tennessee,USA,2025,25-Feb,1,,,,,,
Human Resources,Tennessee,USA,2025,25-Mar,1,,,,,,
Human Resources,Texas,USA,2025,25-Apr,2,,,,,,
Human Resources,Texas,USA,2025,25-Feb,2,,,,,,
Human Resources,Texas,USA,2025,25-Jan,2,,,,,,
Human Resources,Texas,USA,2025,25-Mar,11,,,,,,
Human Resources,Not Specific,USA,2025,25-Mar,1,,,,,,
Human Resources,Virginia,USA,2024,24-Nov,1,,,,,,
Human Resources,Virginia,USA,2024,24-Oct,1,,,,,,
Human Resources,Virginia,USA,2025,25-Apr,1,,,,,,
Human Resources,Virginia,USA,2025,25-Feb,3,,,,,,
Human Resources,Virginia,USA,2025,25-Mar,3,,,,,,
Human Resources,Washington,USA,2025,25-Apr,1,,,,,,
Human Resources,Washington,USA,2025,25-Feb,1,,,,,,
Human Resources,Washington,USA,2025,25-Mar,1,,,,,,
Human Resources,Wisconsin,USA,2025,25-Apr,1,,,,,,
Human Resources,Wisconsin,USA,2025,25-Mar,5,,,,,,
Legal / Policy,Alberta,Canada,2025,25-Feb,2,,,,,,
Legal / Policy,Arizona,USA,2025,25-Mar,1,,,,,,
Legal / Policy,California,USA,2024,24-Dec,3,,,,,,
Legal / Policy,California,USA,2024,24-Nov,1,,,,,,
Legal / Policy,California,USA,2024,24-Oct,1,,,,,,
Legal / Policy,California,USA,2025,25-Apr,4,,,,,,
Legal / Policy,California,USA,2025,25-Feb,6,,,,,,
Legal / Policy,California,USA,2025,25-Jan,1,,,,,,
Legal / Policy,California,USA,2025,25-Mar,12,,,,,,
Legal / Policy,Colorado,USA,2024,24-Nov,1,,,,,,
Legal / Policy,Colorado,USA,2025,25-Feb,1,,,,,,
Legal / Policy,Colorado,USA,2025,25-Mar,2,,,,,,
Legal / Policy,Connecticut,USA,2025,25-Mar,2,,,,,,
Legal / Policy,D.C.,USA,2025,25-Jan,1,,,,,,
Legal / Policy,District of Columbia,USA,2024,24-Oct,1,,,,,,
Legal / Policy,District of Columbia,USA,2025,25-Jan,2,,,,,,
Legal / Policy,District of Columbia,USA,2025,25-Mar,1,,,,,,
Legal / Policy,Florida,USA,2025,25-Apr,2,,,,,,
Legal / Policy,Florida,USA,2025,25-Jan,1,,,,,,
Legal / Policy,Florida,USA,2025,25-Mar,1,,,,,,
Legal / Policy,Georgia,USA,2025,25-Feb,1,,,,,,
Legal / Policy,Georgia,USA,2025,25-Mar,1,,,,,,
Legal / Policy,Illinois,USA,2024,24-Dec,1,,,,,,
Legal / Policy,Illinois,USA,2024,24-Oct,2,,,,,,
Legal / Policy,Illinois,USA,2025,25-Apr,4,,,,,,
Legal / Policy,Illinois,USA,2025,25-Feb,4,,,,,,
Legal / Policy,Illinois,USA,2025,25-Jan,2,,,,,,
Legal / Policy,Illinois,USA,2025,25-Mar,3,,,,,,
Legal / Policy,Indiana,USA,2025,25-Mar,1,,,,,,
Legal / Policy,Louisiana,USA,2025,25-Jan,1,,,,,,
Legal / Policy,Louisiana,USA,2025,25-Mar,2,,,,,,
Legal / Policy,Maine,USA,2025,25-Mar,1,,,,,,
Legal / Policy,Maryland,USA,2025,25-Feb,1,,,,,,
Legal / Policy,Massachusetts,USA,2024,24-Nov,1,,,,,,
Legal / Policy,Massachusetts,USA,2025,25-Feb,2,,,,,,
Legal / Policy,Massachusetts,USA,2025,25-Jan,3,,,,,,
Legal / Policy,Massachusetts,USA,2025,25-Mar,5,,,,,,
Legal / Policy,Michigan,USA,2025,25-Apr,2,,,,,,
Legal / Policy,Michigan,USA,2025,25-Feb,2,,,,,,
Legal / Policy,Michigan,USA,2025,25-Mar,2,,,,,,
Legal / Policy,Missouri,USA,2025,25-Feb,1,,,,,,
Legal / Policy,Missouri,USA,2025,25-Jan,1,,,,,,
Legal / Policy,Nebraska,USA,2025,25-Mar,1,,,,,,
Legal / Policy,New Jersey,USA,2025,25-Apr,2,,,,,,
Legal / Policy,New Jersey,USA,2025,25-Feb,1,,,,,,
Legal / Policy,New Jersey,USA,2025,25-Mar,3,,,,,,
Legal / Policy,New York,USA,2024,24-Nov,1,,,,,,
Legal / Policy,New York,USA,2024,24-Sep,2,,,,,,
Legal / Policy,New York,USA,2025,25-Apr,5,,,,,,
Legal / Policy,New York,USA,2025,25-Feb,5,,,,,,
Legal / Policy,New York,USA,2025,25-Jan,3,,,,,,
Legal / Policy,New York,USA,2025,25-Mar,9,,,,,,
Legal / Policy,North Carolina,USA,2025,25-Mar,1,,,,,,
Legal / Policy,Ohio,USA,2024,24-Dec,1,,,,,,
Legal / Policy,Ohio,USA,2025,25-Feb,1,,,,,,
Legal / Policy,Ohio,USA,2025,25-Jan,1,,,,,,
Legal / Policy,Ohio,USA,2025,25-Mar,4,,,,,,
Legal / Policy,Oklahoma,USA,2025,25-Feb,1,,,,,,
Legal / Policy,Ontario,Canada,2025,25-Apr,2,,,,,,
Legal / Policy,Ontario,Canada,2025,25-Feb,2,,,,,,
Legal / Policy,Oregon,USA,2025,25-Feb,1,,,,,,
